credit_card_id,customer_id,card_type,card_limit,current_balance,last_payment_date,payment_due_date,payment_status,credit_utilization,credit_card_number,bank_name
2393,574,mastercard,30000,26108,2024-04-04,2024-05-04,Paid,0.87,2720906953343630,IDBI Bank
2394,574,visa,500000,316673,2024-01-31,2024-03-01,Pending,0.63,4838740439576710,Bank of Baroda
2395,574,discover,100000,94640,2024-08-01,2024-08-31,Paid,0.95,6556502951295750,HDFC
2396,524,visa,300000,213042,2024-07-07,2024-08-06,Overdue,0.71,4947330761984240,Bajaj Finserv
2397,524,mastercard,20000,13667,2024-09-15,2024-10-15,Pending,0.68,2268907482444470,Federal Bank
2398,1361,visa,400000,318230,2024-01-13,2024-02-12,Overdue,0.8,4918104164971560,Federal Bank
2399,1361,visa,100000,63020,2024-07-17,2024-08-16,Overdue,0.63,4518214224883410,ICICI
2400,1361,mastercard,500000,208874,2024-06-29,2024-07-29,Overdue,0.42,2720115715220420,ICICI
2401,1486,mastercard,75000,67051,2024-07-02,2024-08-01,Overdue,0.89,2282956828668100,IDBI Bank
2402,148,mastercard,500000,65041,2024-03-26,2024-04-25,Paid,0.13,2514121448834940,Punjab National Bank
2403,148,mastercard,500000,432657,2024-02-15,2024-03-16,Overdue,0.87,2255525060002870,Axis Bank
2404,526,visa,50000,27059,2024-07-10,2024-08-09,Overdue,0.54,4236792404984590,Canara Bank
2405,526,visa,30000,26068,2024-02-27,2024-03-28,Pending,0.87,4865862164873530,Kotak Mahindra
2406,563,mastercard,20000,10814,2024-04-09,2024-05-09,Overdue,0.54,2720405939555740,SBI
2407,1312,mastercard,400000,257727,2024-07-19,2024-08-18,Paid,0.64,2291448411407530,IDFC First Bank
2408,1312,mastercard,40000,29142,2024-06-20,2024-07-20,Pending,0.73,5532222330158780,IDBI Bank
2409,1312,mastercard,200000,72167,2024-11-04,2024-12-04,Overdue,0.36,2294246395934180,ICICI
2410,1109,visa,25000,17097,2024-06-15,2024-07-15,Pending,0.68,4148668608829080,HDFC
2411,1051,visa,50000,36932,2024-03-03,2024-04-02,Pending,0.74,4639477917011020,Indian Bank
2412,1051,mastercard,400000,82996,2024-11-12,2024-12-12,Overdue,0.21,2278647257591630,Indian Bank
2413,1051,amex,400000,230614,2024-07-11,2024-08-10,Overdue,0.58,371020000000000,Indian Bank
2414,1535,visa,400000,364423,2024-07-08,2024-08-07,Paid,0.91,4968451984517840,Punjab National Bank
2415,325,mastercard,75000,33725,2024-02-09,2024-03-10,Overdue,0.45,2600283269124420,Yes Bank
2416,1496,visa,30000,19111,2024-03-05,2024-04-04,Pending,0.64,4644401321721050,Punjab National Bank
2417,1496,visa,40000,23865,2024-02-06,2024-03-07,Overdue,0.6,4010201984677170,RBL Bank
2418,955,mastercard,100000,81062,2024-09-03,2024-10-03,Paid,0.81,2234493806190730,Bank of India
2419,955,visa,200000,131359,2024-06-20,2024-07-20,Pending,0.66,4284058389220200,RBL Bank
2420,228,mastercard,75000,63602,2024-06-13,2024-07-13,Overdue,0.85,2285696976079670,Bank of Baroda
2421,228,mastercard,25000,15859,2024-09-16,2024-10-16,Pending,0.63,2283177843763280,HDFC
2422,228,visa,50000,14734,2024-09-24,2024-10-24,Pending,0.29,4742094842380690,Kotak Mahindra
2423,916,visa,25000,9119,2024-04-19,2024-05-19,Overdue,0.36,4419414462608570,Axis Bank
2424,823,visa,50000,32688,2024-06-03,2024-07-03,Pending,0.65,4038366217727680,Bank of Maharashtra
2425,823,visa,400000,274788,2024-08-04,2024-09-03,Paid,0.69,4346284836710410,Kotak Mahindra
2426,823,mastercard,300000,17217,2024-11-02,2024-12-02,Pending,0.06,2588365894695860,Axis Bank
2427,154,mastercard,150000,17615,2024-10-25,2024-11-24,Pending,0.12,2413983759275150,Federal Bank
2428,761,visa,500000,29346,2024-06-13,2024-07-13,Pending,0.06,4424810932140660,Bank of Maharashtra
2429,1424,visa,30000,8390,2024-03-13,2024-04-12,Overdue,0.28,4649467875535040,Bank of Baroda
2430,1424,visa,30000,22598,2024-09-13,2024-10-13,Overdue,0.75,4823106250535690,IDBI Bank
2431,167,visa,15000,9980,2024-01-30,2024-02-29,Pending,0.67,4777284882514440,Federal Bank
2432,29,mastercard,20000,6226,2024-05-03,2024-06-02,Overdue,0.31,2223635941534260,SBI
2433,29,visa,150000,79366,2024-06-03,2024-07-03,Paid,0.53,4329660561957170,Kotak Mahindra
2434,1429,visa,30000,19191,2024-01-09,2024-02-08,Overdue,0.64,4374839135932160,Bajaj Finserv
2435,1429,mastercard,20000,17594,2024-01-04,2024-02-03,Paid,0.88,5206198063755770,Canara Bank
2436,831,visa,30000,15672,2024-04-13,2024-05-13,Paid,0.52,4140440120337150,IDBI Bank
2437,1057,visa,100000,25873,2024-03-22,2024-04-21,Paid,0.26,4931943552743400,Federal Bank
2438,221,visa,200000,127724,2024-10-28,2024-11-27,Pending,0.64,4498391980177050,Bank of Maharashtra
2439,221,visa,200000,112657,2024-03-09,2024-04-08,Paid,0.56,4341531872438070,IDBI Bank
2440,221,visa,200000,166443,2024-06-03,2024-07-03,Overdue,0.83,4246633322687110,IDBI Bank
2441,75,visa,40000,26684,2024-04-04,2024-05-04,Overdue,0.67,4002363431683540,IDFC First Bank
2442,75,mastercard,300000,92553,2024-07-10,2024-08-09,Pending,0.31,2706946661948720,RBL Bank
2443,75,amex,150000,74384,2024-11-10,2024-12-10,Overdue,0.5,340357000000000,Indian Bank
2444,126,mastercard,150000,65279,2024-08-28,2024-09-27,Pending,0.44,5370995872765500,IDFC First Bank
2445,126,mastercard,300000,230709,2024-01-15,2024-02-14,Paid,0.77,5578738872424330,Bank of Baroda
2446,126,mastercard,15000,5229,2024-01-01,2024-01-31,Overdue,0.35,5514967567805740,Bajaj Finserv
2447,1216,mastercard,25000,5858,2024-08-08,2024-09-07,Paid,0.23,2706380476473220,Central Bank of India
2448,1216,mastercard,20000,14522,2024-10-06,2024-11-05,Pending,0.73,2707534220407640,Federal Bank
2449,1014,visa,30000,25519,2024-04-13,2024-05-13,Paid,0.85,4856516689834150,Yes Bank
2450,1014,visa,40000,32884,2024-02-06,2024-03-07,Pending,0.82,4428097540910240,Canara Bank
2451,858,mastercard,20000,9832,2024-02-17,2024-03-18,Overdue,0.49,2714870451665860,Kotak Mahindra
2452,858,visa,50000,10249,2024-09-09,2024-10-09,Paid,0.2,4231949914888300,Union Bank of India
2453,815,visa,25000,19992,2024-06-18,2024-07-18,Overdue,0.8,4783437062540670,Bank of Baroda
2454,815,mastercard,150000,124197,2024-07-12,2024-08-11,Overdue,0.83,2288868442852040,Andhra Bank
2455,93,mastercard,500000,380878,2024-05-24,2024-06-23,Pending,0.76,2441160816758250,Yes Bank
2456,93,mastercard,100000,39795,2024-10-13,2024-11-12,Pending,0.4,2435604127123060,Punjab National Bank
2457,1249,mastercard,50000,47625,2024-10-26,2024-11-25,Pending,0.95,2432340265713670,Canara Bank
2458,1249,mastercard,40000,27872,2024-06-27,2024-07-27,Overdue,0.7,2273637311896210,Union Bank of India
2459,90,mastercard,15000,12488,2024-09-08,2024-10-08,Pending,0.83,5437974841565750,ICICI
2460,671,mastercard,50000,42322,2024-07-07,2024-08-06,Paid,0.85,2288609515409220,IDBI Bank
2461,671,mastercard,15000,13410,2024-06-20,2024-07-20,Overdue,0.89,5574025108272840,Kotak Mahindra
2462,671,visa,300000,134180,2024-01-26,2024-02-25,Pending,0.45,4720945913561460,Bank of India
2463,1393,visa,50000,28016,2024-05-11,2024-06-10,Pending,0.56,4853173862759780,Canara Bank
2464,1393,visa,500000,112711,2024-05-29,2024-06-28,Overdue,0.23,4152231249970000,RBL Bank
2465,1393,mastercard,40000,7001,2024-08-06,2024-09-05,Paid,0.18,2234290573119030,Yes Bank
2466,652,visa,50000,47372,2024-05-24,2024-06-23,Pending,0.95,4824402912292630,Bank of Maharashtra
2467,652,mastercard,15000,12799,2024-08-04,2024-09-03,Overdue,0.85,2249848044713380,Union Bank of India
2468,652,rupay,400000,255349,2024-03-04,2024-04-03,Paid,0.64,62746900000000,Union Bank of India
2469,1273,visa,20000,1838,2024-03-29,2024-04-28,Overdue,0.09,4069557124950410,Canara Bank
2470,1303,mastercard,150000,96848,2024-02-29,2024-03-30,Pending,0.65,2283582235281030,Indian Bank
2471,1303,visa,100000,17600,2024-02-10,2024-03-11,Overdue,0.18,4763880972537150,SBI
2472,1303,amex,500000,384014,2024-07-31,2024-08-30,Pending,0.77,349901000000000,Punjab National Bank
2473,721,visa,200000,78343,2024-07-30,2024-08-29,Overdue,0.39,4239345816937430,Kotak Mahindra
2474,721,visa,100000,32142,2024-07-30,2024-08-29,Pending,0.32,4008992290631160,Bank of Maharashtra
2475,663,mastercard,150000,139205,2024-10-26,2024-11-25,Pending,0.93,2232453859831430,HDFC
2476,521,visa,500000,403652,2024-05-27,2024-06-26,Paid,0.81,4544461345411670,Canara Bank
2477,649,mastercard,500000,233748,2024-01-09,2024-02-08,Overdue,0.47,2255719898842480,Kotak Mahindra
2478,649,visa,50000,30692,2024-04-18,2024-05-18,Paid,0.61,4924590930492190,IDBI Bank
2479,649,amex,50000,13040,2024-11-10,2024-12-10,Overdue,0.26,372307000000000,IDFC First Bank
2480,991,mastercard,200000,195992,2024-10-29,2024-11-28,Paid,0.98,2254714516934010,Punjab National Bank
2481,991,visa,300000,215366,2024-09-22,2024-10-22,Pending,0.72,4727833205709550,Union Bank of India
2482,722,mastercard,500000,25182,2024-07-14,2024-08-13,Overdue,0.05,2230421161130080,ICICI
2483,722,mastercard,15000,9268,2024-04-28,2024-05-28,Pending,0.62,2291552753470630,ICICI
2484,722,mastercard,500000,282491,2024-06-14,2024-07-14,Pending,0.56,5193645176548100,Indian Bank
2485,1275,mastercard,300000,35184,2024-06-30,2024-07-30,Overdue,0.12,2239456263001980,SBI
2486,1358,visa,150000,29447,2024-03-13,2024-04-12,Overdue,0.2,4203320766992150,Bank of Baroda
2487,1358,visa,200000,122800,2024-07-26,2024-08-25,Overdue,0.61,4613362594934860,Kotak Mahindra
2488,1358,visa,500000,358588,2024-03-07,2024-04-06,Pending,0.72,4636426253369750,IDFC First Bank
2489,236,mastercard,100000,96853,2024-07-26,2024-08-25,Paid,0.97,5102814474845390,Canara Bank
2490,360,visa,25000,21228,2024-08-11,2024-09-10,Overdue,0.85,4067029120056790,Canara Bank
2491,754,mastercard,150000,113350,2024-05-12,2024-06-11,Paid,0.76,2254899468619040,Union Bank of India
2492,1405,mastercard,15000,10218,2024-09-27,2024-10-27,Pending,0.68,5529673045534980,HDFC
2493,1405,visa,30000,10563,2024-04-17,2024-05-17,Pending,0.35,4023181520299520,Punjab National Bank
2494,239,mastercard,30000,19148,2024-07-26,2024-08-25,Overdue,0.64,5183749940313820,Canara Bank
2495,239,mastercard,300000,105031,2024-10-27,2024-11-26,Overdue,0.35,2711487103800470,Bank of India
2496,403,visa,30000,25329,2024-11-10,2024-12-10,Paid,0.84,4437160889240820,Kotak Mahindra
2497,403,mastercard,25000,3306,2024-09-27,2024-10-27,Paid,0.13,2491425340238390,Federal Bank
2498,403,rupay,15000,12770,2024-04-29,2024-05-29,Paid,0.85,62484600000000,SBI
2499,347,mastercard,50000,15080,2024-01-29,2024-02-28,Overdue,0.3,5296357095352860,Kotak Mahindra
2500,347,visa,40000,10701,2024-01-11,2024-02-10,Pending,0.27,4286752186611230,IDFC First Bank
2501,347,discover,30000,25308,2024-06-19,2024-07-19,Pending,0.84,6513402504526670,HDFC
2502,520,visa,100000,16136,2024-07-18,2024-08-17,Pending,0.16,4218975803881180,HDFC
2503,520,mastercard,400000,387927,2024-06-16,2024-07-16,Paid,0.97,2277573091934030,Union Bank of India
2504,520,discover,100000,57481,2024-08-24,2024-09-23,Pending,0.57,6500657913773530,Kotak Mahindra
2505,81,visa,500000,199494,2024-01-20,2024-02-19,Overdue,0.4,4312383628041100,Axis Bank
2506,81,visa,25000,16603,2024-02-18,2024-03-19,Overdue,0.66,4702406436537540,RBL Bank
2507,946,visa,25000,24792,2024-01-08,2024-02-07,Paid,0.99,4743690305878690,Axis Bank
2508,946,mastercard,400000,317114,2024-11-13,2024-12-13,Pending,0.79,2720342167194310,Canara Bank
2509,946,amex,30000,6892,2024-07-18,2024-08-17,Paid,0.23,341881000000000,RBL Bank
2510,743,mastercard,100000,33460,2024-08-21,2024-09-20,Overdue,0.33,2687480525299580,Axis Bank
2511,743,mastercard,15000,118,2024-08-26,2024-09-25,Pending,0.01,5161255290322370,Central Bank of India
2512,976,mastercard,20000,11622,2024-08-01,2024-08-31,Pending,0.58,2359069178258200,Indian Bank
2513,1015,visa,75000,39412,2024-09-17,2024-10-17,Paid,0.53,4735800023351660,SBI
2514,397,mastercard,100000,2077,2024-02-20,2024-03-21,Pending,0.02,2230817753185780,Canara Bank
2515,397,visa,25000,8159,2024-01-28,2024-02-27,Paid,0.33,4974706767379310,Bank of Maharashtra
2516,993,visa,25000,16994,2024-07-31,2024-08-30,Paid,0.68,4605789687987320,Punjab National Bank
2517,993,mastercard,500000,20442,2024-06-10,2024-07-10,Paid,0.04,5238655402350330,Andhra Bank
2518,1209,visa,400000,346529,2024-06-22,2024-07-22,Pending,0.87,4845940253615670,Bank of India
2519,129,mastercard,25000,13737,2024-04-28,2024-05-28,Paid,0.55,2697442552342110,Bank of Baroda
2520,129,visa,400000,350574,2024-06-04,2024-07-04,Paid,0.88,4838140825628200,Bank of India
2521,830,visa,500000,85130,2024-09-13,2024-10-13,Paid,0.17,4441084724814160,Bajaj Finserv
2522,988,visa,40000,26453,2024-05-03,2024-06-02,Overdue,0.66,4483788980345230,Bank of India
2523,988,mastercard,200000,84167,2024-08-06,2024-09-05,Paid,0.42,2709671601594820,HDFC
2524,988,amex,15000,14562,2024-11-12,2024-12-12,Pending,0.97,376616000000000,ICICI
2525,1085,visa,75000,6094,2024-08-04,2024-09-03,Overdue,0.08,4036003461967740,Union Bank of India
2526,992,visa,25000,3280,2024-07-18,2024-08-17,Paid,0.13,4189108383610810,Bank of India
2527,655,visa,20000,13758,2024-09-10,2024-10-10,Paid,0.69,4563228965413940,Axis Bank
2528,655,mastercard,100000,54404,2024-03-22,2024-04-21,Overdue,0.54,2292909709713760,IDBI Bank
2529,655,discover,200000,166947,2024-04-16,2024-05-16,Paid,0.83,6572464972027320,Indian Bank
2530,1348,mastercard,100000,33667,2024-03-01,2024-03-31,Paid,0.34,2289361021177960,Canara Bank
2531,1348,mastercard,200000,175225,2024-07-15,2024-08-14,Overdue,0.88,2711980117907520,Axis Bank
2532,750,mastercard,100000,98136,2024-07-07,2024-08-06,Overdue,0.98,2716231148103860,Kotak Mahindra
2533,750,visa,30000,16866,2024-04-11,2024-05-11,Paid,0.56,4960265017499020,Punjab National Bank
2534,750,discover,300000,43090,2024-04-06,2024-05-06,Overdue,0.14,6524087441022700,Axis Bank
2535,1367,mastercard,40000,6896,2024-04-19,2024-05-19,Paid,0.17,2720186747197280,Yes Bank
2536,559,mastercard,25000,23921,2024-05-21,2024-06-20,Overdue,0.96,5191515901553860,Indian Bank
2537,384,mastercard,400000,242299,2024-01-25,2024-02-24,Overdue,0.61,2251703690765040,Bank of Maharashtra
2538,1515,mastercard,500000,471613,2024-02-24,2024-03-25,Paid,0.94,5497921652193770,Canara Bank
2539,152,mastercard,50000,43332,2024-03-24,2024-04-23,Paid,0.87,2267018001346370,Bank of Maharashtra
2540,589,visa,400000,201866,2024-08-13,2024-09-12,Overdue,0.5,4855188593913260,ICICI
2541,589,visa,25000,469,2024-07-20,2024-08-19,Paid,0.02,4355083992524640,ICICI
2542,589,visa,25000,13001,2024-08-05,2024-09-04,Pending,0.52,4042882877768120,HDFC
2543,1038,mastercard,100000,45075,2024-02-12,2024-03-13,Paid,0.45,2292965661032100,Bank of Maharashtra
2544,1259,mastercard,100000,28159,2024-04-29,2024-05-29,Pending,0.28,2712987039838270,Andhra Bank
2545,1259,mastercard,150000,115307,2024-05-29,2024-06-28,Paid,0.77,5324719856375250,IDFC First Bank
2546,1214,mastercard,50000,12210,2024-07-05,2024-08-04,Pending,0.24,2273365624371070,Canara Bank
2547,1214,mastercard,500000,287782,2024-07-10,2024-08-09,Pending,0.58,2275092015991080,Axis Bank
2548,1214,mastercard,500000,272143,2024-02-16,2024-03-17,Pending,0.54,2255208670078550,SBI
2549,475,mastercard,75000,3331,2024-09-07,2024-10-07,Overdue,0.04,2720180441423250,Punjab National Bank
2550,475,visa,30000,14989,2024-03-10,2024-04-09,Paid,0.5,4790420224364130,Axis Bank
2551,475,rupay,400000,155039,2024-10-04,2024-11-03,Paid,0.39,62481700000000,Indian Bank
2552,377,mastercard,75000,72521,2024-10-12,2024-11-11,Paid,0.97,5472945365718890,RBL Bank
2553,377,visa,75000,66965,2024-06-09,2024-07-09,Paid,0.89,4751819030117480,Punjab National Bank
2554,377,rupay,30000,25425,2024-07-17,2024-08-16,Paid,0.85,62904000000000,Bank of India
2555,26,visa,200000,139083,2024-04-10,2024-05-10,Overdue,0.7,4279329634339200,ICICI
2556,311,mastercard,150000,60404,2024-02-24,2024-03-25,Overdue,0.4,2271292710992280,RBL Bank
2557,1112,visa,50000,10403,2024-02-10,2024-03-11,Paid,0.21,4450953229686170,Bank of Baroda
2558,1112,visa,500000,375435,2024-03-25,2024-04-24,Paid,0.75,4078490215669310,Federal Bank
2559,1112,mastercard,30000,9123,2024-01-13,2024-02-12,Paid,0.3,2394985435663350,Union Bank of India
2560,1489,mastercard,75000,68386,2024-03-21,2024-04-20,Pending,0.91,5461129420132300,Bajaj Finserv
2561,1203,mastercard,50000,8920,2024-01-02,2024-02-01,Overdue,0.18,5341473701356660,Indian Bank
2562,1203,visa,20000,8235,2024-01-10,2024-02-09,Overdue,0.41,4446511684962280,Federal Bank
2563,557,mastercard,30000,24034,2024-05-12,2024-06-11,Overdue,0.8,5100873382525710,Andhra Bank
2564,557,visa,15000,12372,2024-02-08,2024-03-09,Pending,0.82,4830644998700630,Punjab National Bank
2565,803,visa,100000,21004,2024-04-19,2024-05-19,Paid,0.21,4768919231119000,Union Bank of India
2566,113,visa,300000,219681,2024-03-20,2024-04-19,Pending,0.73,4970924648400890,Bank of Maharashtra
2567,113,visa,30000,27339,2024-11-07,2024-12-07,Pending,0.91,4211525163362480,SBI
2568,113,visa,40000,9203,2024-02-19,2024-03-20,Pending,0.23,4752269140495520,Axis Bank
2569,98,visa,30000,14528,2024-08-04,2024-09-03,Paid,0.48,4586714506829160,IDFC First Bank
2570,343,mastercard,15000,10432,2024-05-07,2024-06-06,Paid,0.7,2717932400896240,RBL Bank
2571,931,mastercard,150000,26899,2024-05-22,2024-06-21,Overdue,0.18,2235394152755190,Andhra Bank
2572,50,mastercard,30000,21640,2024-03-17,2024-04-16,Pending,0.72,2240116030009390,Indian Bank
2573,50,visa,150000,119109,2024-04-22,2024-05-22,Paid,0.79,4258098987707380,SBI
2574,50,rupay,50000,17832,2024-05-22,2024-06-21,Paid,0.36,62383000000000,Axis Bank
2575,875,mastercard,75000,22079,2024-08-14,2024-09-13,Overdue,0.29,2227620871525710,Bajaj Finserv
2576,875,mastercard,30000,17132,2024-10-19,2024-11-18,Paid,0.57,2257810896811780,SBI
2577,159,mastercard,30000,28487,2024-06-28,2024-07-28,Overdue,0.95,5533765965452440,Bajaj Finserv
2578,463,mastercard,75000,7425,2024-08-29,2024-09-28,Overdue,0.1,2249572921100790,Axis Bank
2579,463,mastercard,400000,384010,2024-07-01,2024-07-31,Pending,0.96,2407694232701880,IDFC First Bank
2580,463,mastercard,75000,32931,2024-02-10,2024-03-11,Pending,0.44,2274083749258530,SBI
2581,1485,visa,20000,15910,2024-08-02,2024-09-01,Paid,0.8,4021938796479720,Bank of Maharashtra
2582,1485,mastercard,30000,19368,2024-11-08,2024-12-08,Pending,0.65,5275728744117040,IDFC First Bank
2583,1485,discover,500000,433198,2024-06-27,2024-07-27,Overdue,0.87,6011101010174280,Bajaj Finserv
2584,486,mastercard,200000,136044,2024-08-03,2024-09-02,Overdue,0.68,2700008303855430,Union Bank of India
2585,486,visa,200000,28258,2024-07-26,2024-08-25,Overdue,0.14,4409360717819950,Axis Bank
2586,880,visa,20000,7818,2024-05-07,2024-06-06,Pending,0.39,4418201153292550,Bank of Maharashtra
2587,880,mastercard,75000,5225,2024-01-07,2024-02-06,Pending,0.07,2269795510540530,IDBI Bank
2588,880,amex,200000,137039,2024-02-11,2024-03-12,Paid,0.69,342292000000000,Union Bank of India
2589,68,mastercard,300000,13443,2024-07-29,2024-08-28,Paid,0.04,2559359224721620,Bank of Maharashtra
2590,68,visa,15000,10330,2024-07-17,2024-08-16,Pending,0.69,4434617580075170,Axis Bank
2591,68,amex,75000,3719,2024-09-11,2024-10-11,Overdue,0.05,373266000000000,IDBI Bank
2592,954,mastercard,50000,44761,2024-04-26,2024-05-26,Pending,0.9,2235110370941210,Bank of India
2593,954,visa,40000,29229,2024-10-25,2024-11-24,Paid,0.73,4354818004936330,Canara Bank
2594,954,amex,400000,332821,2024-01-22,2024-02-21,Pending,0.83,375636000000000,Bank of Baroda
2595,330,visa,150000,143465,2024-04-07,2024-05-07,Overdue,0.96,4004581488897230,Canara Bank
2596,330,mastercard,500000,182734,2024-07-14,2024-08-13,Paid,0.37,2518699971644290,Bajaj Finserv
2597,897,visa,50000,23055,2024-01-16,2024-02-15,Overdue,0.46,4862538324220340,Federal Bank
2598,499,visa,50000,20043,2024-02-10,2024-03-11,Paid,0.4,4393923191776880,SBI
2599,499,mastercard,50000,40750,2024-07-05,2024-08-04,Pending,0.81,5332263622053930,Bank of Baroda
2600,373,mastercard,30000,8673,2024-01-31,2024-03-01,Overdue,0.29,2718745592137150,Bajaj Finserv
2601,706,mastercard,50000,28689,2024-03-17,2024-04-16,Pending,0.57,5521330088062180,Bank of Baroda
2602,706,visa,50000,1043,2024-09-06,2024-10-06,Paid,0.02,4657951064001590,Kotak Mahindra
2603,706,rupay,40000,33169,2024-09-20,2024-10-20,Overdue,0.83,62716900000000,Indian Bank
2604,956,visa,75000,9952,2024-05-24,2024-06-23,Paid,0.13,4438477473273640,SBI
2605,956,visa,400000,313508,2024-06-26,2024-07-26,Overdue,0.78,4151776891556820,Union Bank of India
2606,956,mastercard,25000,23458,2024-08-28,2024-09-27,Pending,0.94,2710439196557240,Federal Bank
2607,799,mastercard,75000,17436,2024-09-11,2024-10-11,Pending,0.23,2261753036530460,Axis Bank
2608,188,mastercard,200000,149450,2024-06-07,2024-07-07,Paid,0.75,5447681745476280,Canara Bank
2609,188,visa,100000,5344,2024-07-18,2024-08-17,Paid,0.05,4792700611825290,Federal Bank
2610,379,visa,300000,143543,2024-07-13,2024-08-12,Paid,0.48,4387704831268880,Bajaj Finserv
2611,379,visa,400000,114806,2024-06-24,2024-07-24,Paid,0.29,4129322693321300,Yes Bank
2612,869,mastercard,300000,113229,2024-09-03,2024-10-03,Paid,0.38,2234464954870790,HDFC
2613,869,mastercard,30000,680,2024-07-13,2024-08-12,Overdue,0.02,2635510892949210,Bajaj Finserv
2614,1251,mastercard,75000,72918,2024-10-10,2024-11-09,Overdue,0.97,2283625996954700,Bank of Maharashtra
2615,85,visa,75000,24386,2024-11-13,2024-12-13,Overdue,0.33,4509721634940340,Bank of Maharashtra
2616,85,mastercard,300000,202953,2024-08-09,2024-09-08,Overdue,0.68,5154672561626810,IDFC First Bank
2617,85,rupay,500000,190824,2024-07-12,2024-08-11,Pending,0.38,62505600000000,Bank of India
2618,1354,visa,50000,35413,2024-06-04,2024-07-04,Pending,0.71,4113345160744820,SBI
2619,1354,visa,50000,46034,2024-03-10,2024-04-09,Paid,0.92,4981783700130070,Federal Bank
2620,1354,visa,20000,16628,2024-06-18,2024-07-18,Overdue,0.83,4814206384834510,Bajaj Finserv
2621,1482,mastercard,20000,19794,2024-09-26,2024-10-26,Paid,0.99,2720964779082910,Bank of India
2622,1482,visa,100000,35275,2024-03-17,2024-04-16,Overdue,0.35,4664342372858490,ICICI
2623,1482,amex,200000,114785,2024-04-10,2024-05-10,Pending,0.57,343956000000000,Bank of Maharashtra
2624,704,mastercard,20000,5614,2024-11-04,2024-12-04,Paid,0.28,2232438469710050,Federal Bank
2625,980,mastercard,150000,15085,2024-10-11,2024-11-10,Pending,0.1,5571084627143310,Bajaj Finserv
2626,980,visa,20000,11613,2024-07-19,2024-08-18,Paid,0.58,4441111274809660,IDFC First Bank
2627,980,rupay,40000,1807,2024-05-12,2024-06-11,Overdue,0.05,62639400000000,Central Bank of India
2628,59,visa,75000,28207,2024-05-16,2024-06-15,Overdue,0.38,4665937054356100,IDBI Bank
2629,59,mastercard,150000,79865,2024-03-22,2024-04-21,Pending,0.53,2538206894855000,Yes Bank
2630,59,rupay,500000,459259,2024-06-02,2024-07-02,Overdue,0.92,62550700000000,Punjab National Bank
2631,619,mastercard,15000,9987,2024-08-23,2024-09-22,Paid,0.67,2715087888499890,Bank of India
2632,619,visa,500000,37231,2024-06-06,2024-07-06,Overdue,0.07,4222632532712240,SBI
2633,751,mastercard,400000,84519,2024-06-11,2024-07-11,Overdue,0.21,5245825382551660,Kotak Mahindra
2634,751,visa,200000,198920,2024-04-27,2024-05-27,Paid,0.99,4758072399912920,Bank of Baroda
2635,751,discover,300000,259509,2024-02-03,2024-03-04,Overdue,0.87,6011037448935490,Axis Bank
2636,1545,mastercard,20000,3085,2024-06-23,2024-07-23,Pending,0.15,2264949888346690,Bank of Maharashtra
2637,1545,mastercard,500000,213686,2024-06-21,2024-07-21,Pending,0.43,5256573634123260,Bajaj Finserv
2638,116,visa,50000,11992,2024-08-30,2024-09-29,Paid,0.24,4162610213398640,Indian Bank
2639,730,mastercard,25000,23175,2024-08-02,2024-09-01,Pending,0.93,2278032975057070,IDFC First Bank
2640,730,mastercard,20000,6047,2024-06-07,2024-07-07,Pending,0.3,2244887577522920,Union Bank of India
2641,308,visa,30000,11508,2024-10-20,2024-11-19,Overdue,0.38,4616593391322730,SBI
2642,308,mastercard,100000,98541,2024-05-11,2024-06-10,Paid,0.99,2411331359801200,RBL Bank
2643,308,amex,15000,14406,2024-01-13,2024-02-12,Overdue,0.96,370195000000000,ICICI
2644,808,visa,300000,195636,2024-05-02,2024-06-01,Paid,0.65,4322620813522830,Bank of Baroda
2645,808,visa,150000,3297,2024-08-13,2024-09-12,Paid,0.02,4550026266404660,Canara Bank
2646,808,mastercard,40000,1812,2024-10-26,2024-11-25,Overdue,0.05,2229593691703160,Bank of Maharashtra
2647,1078,mastercard,20000,5648,2024-05-04,2024-06-03,Paid,0.28,2291845208034200,Andhra Bank
2648,1078,mastercard,25000,17537,2024-09-03,2024-10-03,Paid,0.7,2719482250237860,Bank of India
2649,435,visa,300000,81092,2024-04-04,2024-05-04,Overdue,0.27,4527562968250080,Bank of India
2650,435,visa,100000,92585,2024-10-18,2024-11-17,Paid,0.93,4711261910077980,RBL Bank
2651,435,visa,100000,3976,2024-07-21,2024-08-20,Overdue,0.04,4194385051726380,ICICI
2652,1125,visa,500000,489814,2024-01-02,2024-02-01,Pending,0.98,4047404681514560,Indian Bank
2653,1125,visa,50000,44763,2024-04-14,2024-05-14,Paid,0.9,4922099121744930,Bank of Maharashtra
2654,790,visa,20000,16307,2024-02-23,2024-03-24,Paid,0.82,4004965260792590,Andhra Bank
2655,790,visa,200000,88446,2024-11-07,2024-12-07,Pending,0.44,4358270246163720,Federal Bank
2656,790,mastercard,500000,234847,2024-04-25,2024-05-25,Paid,0.47,2271478436018050,Federal Bank
2657,1452,visa,50000,16136,2024-02-12,2024-03-13,Pending,0.32,4033995101735540,Punjab National Bank
2658,1452,visa,100000,24686,2024-03-12,2024-04-11,Pending,0.25,4797433192304290,ICICI
2659,1192,mastercard,15000,7871,2024-11-06,2024-12-06,Overdue,0.52,2439228311321590,Bank of Maharashtra
